PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCH4 at 10 bar (mol/kg)
8.41178,9.60251,0.745489,4272.2,3.2345775762
9.17089,11.3069,0.774788,4587.11,3.8889264451
19.96693,46.75888,0.937593,6211.52,3.4657903602
17.93458,25.78057,0.883961,5922.02,3.1888674384
9.59537,17.69412,0.809081,4484.32,2.9222010341
16.2371,17.31922,0.897206,6486.55,2.8591648832
15.15424,31.49345,0.914359,6273.77,3.0232630598
14.55928,16.56525,0.892355,6237.27,2.6767359092
13.51568,14.92757,0.836586,4680.28,2.3338233184
20.07011,20.52394,0.89109,6610.43,3.4075197661
22.87994,39.35267,0.939144,6447,3.7138892116
15.34993,16.1428,0.909241,6792.83,3.1852090187
8.98696,13.21371,0.843492,7096.68,3.3333746795
15.62275,16.43403,0.90194,7192.38,3.0768285175
14.36455,15.62372,0.879515,6774.77,3.0709922427
17.10747,18.49211,0.911554,6846.41,3.0980739264
13.26822,16.86072,0.896567,6757.79,3.0506320853
20.81279,25.48022,0.9081,6205.14,3.0972729673
13.88112,17.37603,0.864082,5986.02,2.9346123207
12.06488,13.71703,0.828027,5345.99,4.2317047608
9.73042,11.33932,0.838543,5281.21,4.2551826773
15.89228,25.10277,0.911789,6612.61,3.4359464429
13.32253,15.56787,0.896658,6353.5,2.7836651228
9.83956,11.98587,0.847846,5029.74,4.0873521917
15.58112,18.81904,0.925392,6186.64,3.2678091375
15.13553,23.11251,0.924614,6300,3.3199801821
14.4148,18.37396,0.924832,6222.54,3.2887131496
7.96382,9.30685,0.82692,4580.98,3.2278215066
13.46298,19.2626,0.915584,6161.32,3.2822451605
8.50388,11.50546,0.838819,5129.99,4.1923588823
12.3989,13.08051,0.850122,5322.92,3.7640280643
11.22702,28.93796,0.814491,3726.09,2.7238225754
14.55787,18.1904,0.848425,4865.25,3.0635976472
7.61077,22.99287,0.801448,4894.32,3.4906308979
14.63321,33.36838,0.852976,4214.26,2.9227038114
13.40933,18.02523,0.81132,4668.84,2.8810916176
6.61921,7.12171,0.606509,2345.17,1.858367803
9.51032,11.34237,0.869144,5495.5,4.0626252554
8.13701,12.22332,0.849793,5453.91,4.0680178408
19.86828,30.14404,0.914635,5555.13,3.5141225971
11.9981,32.10541,0.898478,5614.48,4.0767357804
7.33721,9.03158,0.780074,5051.46,3.9236157246
9.90343,11.58112,0.702544,4307.64,3.388890047
9.82527,29.14294,0.87173,5600.19,3.7092636833
6.97212,9.467,0.585188,2374.26,2.7424127585
11.4367,14.48283,0.808151,4494.9,3.2959326927
12.28247,13.10757,0.825719,5386.17,3.2720599356
5.32892,8.75768,0.742203,4040.71,2.8884723239
10.97547,14.60995,0.787892,4832.84,3.4287249573
5.95632,12.41876,0.765626,5005.95,3.4382074557
13.26836,13.45395,0.670705,2067.91,1.922854624
5.68112,8.7072,0.659406,3120.36,2.3151415277
6.698,8.17018,0.609571,2682.38,2.1202352184
6.32466,10.07589,0.726199,3925.33,2.882301288
10.41375,11.67717,0.792024,5184.21,3.2490855791
11.01605,13.46683,0.686857,3007.24,2.3874335421
24.25112,26.47142,0.880166,5477.08,4.0330395241
11.65694,14.29682,0.858301,4750.32,3.8731021136
15.30105,33.9511,0.924855,5634.8,3.5132495538
11.56399,15.40449,0.853587,5674.94,3.3616495903
14.47342,16.47624,0.766536,4167.29,2.9907587428
8.20896,11.86891,0.805518,5226.39,3.7463268192
11.00038,13.14915,0.77422,4122.55,3.0113667292
6.1458,12.53608,0.731004,4703.9,3.3179421858
13.95875,33.71068,0.856653,3756.62,2.6172715791
7.57196,11.70031,0.821757,5724.28,4.2857234632
15.84413,17.01158,0.893719,6799.54,3.293578699
13.19156,16.2188,0.883087,6181.16,3.5714186561
11.06434,22.12227,0.887254,6651.65,3.6199123092
16.46709,28.48101,0.919976,6892.34,3.5066938573
18.53757,20.6851,0.9405,8075.25,3.7086436882
14.32839,27.8227,0.921824,7627.34,3.3165401001
13.59966,23.36351,0.895492,7492.13,3.4309203375
26.46574,32.17041,0.921081,7660.33,3.7582042839
25.90033,27.51078,0.944442,8174.64,3.6874331578
14.14133,18.1048,0.885859,7514.73,3.7764627662
8.89518,11.66406,0.870999,6456.38,4.2956120839
16.87317,20.49653,0.921978,6595.38,3.3405043724
9.99711,14.73787,0.845348,5596.56,4.0116443042
12.40494,12.91778,0.724666,3129.4,2.9050240971
16.59564,24.70766,0.902145,5636.12,3.7353428756
10.66601,12.60537,0.87617,5917.97,3.0060716134
22.16858,49.4813,0.942777,6061.92,3.3317941388
9.64605,12.8341,0.816278,5529.13,3.6352487784
14.55485,17.21443,0.852853,6797.39,4.0062343406
15.85105,16.30677,0.773739,3907.97,3.0224980116
6.10421,8.20735,0.804654,6189.14,3.9330262734
19.49657,21.53275,0.874254,6123.08,3.5462020675
16.37448,17.02766,0.91574,6326.42,2.9308326003
20.08581,29.55797,0.897602,6732.84,3.406632761
23.36088,25.09399,0.856365,6919.83,3.6343552533
9.29642,13.54584,0.843092,6973.53,3.7558408132
11.32664,12.50653,0.865687,7655.8,3.6750618145
28.06931,33.30168,0.962877,8150.62,4.245652127
15.997,18.83852,0.898259,6981.12,3.3170780834
17.12427,19.10501,0.929933,7238.57,3.2184475857
8.89435,12.9364,0.847239,5828.45,3.7823820205
27.15632,27.61841,0.936909,7269.02,3.3714254618
15.05919,17.26711,0.92223,7714.42,3.1078038384
17.72717,19.89349,0.935072,7294.93,3.1160313404
7.08854,11.50169,0.770415,4890.38,3.0002727414
24.83285,31.60628,0.941167,6588.46,3.0528209396
17.29471,24.72044,0.924311,6574.03,2.8240362737
18.65879,20.22437,0.78326,4972.91,3.0601887999
17.67102,21.71736,0.932734,7323.91,3.4715362226
28.97394,57.07649,0.969068,7952.94,4.5570481505
19.83748,21.35139,0.856792,6293.17,3.5455638596
16.01972,21.40787,0.896295,7513.93,3.4262481396
25.24691,32.24751,0.958932,7382.41,3.9495346363
17.77438,26.25762,0.920553,6444.19,3.6146172302
32.2959,32.75456,0.954682,7536.22,3.6846447578
25.87709,35.50824,0.953089,7451.88,3.87382881
24.7374,26.4765,0.883972,6235.18,3.3747365095
15.62005,16.8694,0.863678,6146.44,3.1758163356
15.1476,19.58945,0.90965,6869.93,3.2337610817
20.07681,21.38893,0.893862,6367.44,3.4794785888
11.59761,12.86594,0.62758,2516.96,1.5700032824
34.23096,34.82644,0.962637,7413,3.7923163348
20.58746,21.18015,0.870772,5626.85,3.330298397
42.91302,51.39778,0.972582,7333.27,4.585972781
17.47187,26.41157,0.922482,6201.83,3.4798811716
18.20906,25.90015,0.925569,6955.04,3.4830724774
17.49986,23.48756,0.935761,7037.82,3.4322146205
14.81975,21.10088,0.886229,6757.14,3.3948032054
15.05217,16.89515,0.870669,5958.82,3.2468570257
20.40854,21.52857,0.885742,6778.94,3.5333103856
32.10568,35.59006,0.915037,7166.48,3.5439659285
16.703,25.23109,0.903994,7112.87,3.4141518932
8.1106,9.52883,0.7909,5136.52,3.6303649458
20.0903,27.23611,0.929215,6968.83,3.3873331929
8.07894,9.51425,0.827571,5538.25,3.8744594864
16.30131,18.52036,0.916875,7389.24,3.3340756955
16.34109,17.47862,0.900437,6695.24,3.1409695453
22.57151,49.75928,0.93337,6793.34,3.8520831558
22.48792,49.57159,0.9373,6874.21,3.6596876949
24.72931,25.12757,0.912369,7032.12,3.4545514911
24.85464,25.31239,0.915171,6450.58,3.4268069166
12.48335,14.43767,0.863496,5543.09,3.4115389938
6.78376,7.65318,0.364794,1258.53,0.9795563095
10.48211,15.13732,0.841529,6200.69,3.655603017
11.42904,13.02468,0.882771,5884.96,3.1375362239
21.72473,48.16545,0.943977,6340.7,3.4447372532
14.36755,20.12169,0.908992,6390.73,2.8855579007
13.76913,16.53936,0.862615,7073.98,3.8818550446
10.96037,13.17343,0.850609,6070.51,3.5205279064
15.59563,16.32147,0.825478,4733.72,3.3276013015
26.55827,27.15541,0.934845,7100.62,3.2218704405
14.69079,15.3807,0.800122,4586.05,3.2110351296
7.44294,9.26654,0.825341,6589.96,4.2293284817
22.91604,49.06814,0.956767,7088.79,3.7905257517
16.45781,17.59117,0.923318,6511.05,3.0375964824
12.30345,14.77016,0.8764,6938.18,3.8282615377
22.95894,27.46714,0.933215,7131.07,3.226186474
23.01922,49.19239,0.952475,6791.44,3.6324668408
37.54818,38.8937,0.938553,6819.18,3.3449937679
7.22949,8.10786,0.812871,7035.57,4.3410813247
16.87132,23.1687,0.926675,7204.74,3.1683444702
14.89297,17.52494,0.909671,6240.33,2.8959753246
42.17322,44.19928,0.923929,6099.84,3.0914437522
21.60275,23.27418,0.823027,5007.47,2.9877482616
14.18681,21.06801,0.894663,6338.97,2.8347433342
20.10394,25.1493,0.944203,7255.5,3.2988143449
8.23639,9.23228,0.85479,6807.03,4.250353996
16.65879,18.69109,0.928197,7276.48,3.1700375589
11.20485,13.27198,0.848035,6302.6,3.6487145809
19.32843,24.67138,0.923228,7227.99,3.3245839698
26.54921,26.99504,0.926503,7251.47,3.2138001888
26.52499,27.01617,0.919504,7409.69,3.3453076615
16.40353,20.20657,0.924094,7312.22,3.339102892
45.7913,48.13641,0.934003,6432.07,3.2383758431
14.14047,16.09257,0.858042,6176.91,3.5302573073
15.64181,18.13111,0.901038,7219.64,3.9109352114
16.30285,17.50872,0.938664,7141.63,3.2113303229
8.57353,9.59089,0.869587,7190.47,4.6076600046
7.28984,8.29414,0.47385,1830.07,1.5120320308
10.97404,13.62633,0.8974,7116.71,3.2903821201
17.18567,24.29096,0.932693,7374.41,3.3915441786
21.70336,47.37588,0.939917,7171.47,3.6303305529
7.46503,8.53004,0.365835,1221.85,0.975294239
13.74453,16.49802,0.888409,7116.28,3.8807778877
13.37906,16.17647,0.850034,5068.67,2.725223972
32.50774,59.64267,0.951234,7392.68,4.1480706979
22.91678,49.29274,0.945685,7140.75,4.057923234
11.85796,18.50736,0.889337,6440.58,3.8323186451
12.81406,17.2833,0.803696,3366.6,2.4276474774
20.49282,21.4754,0.930719,7567.17,3.2320688744
23.71238,31.09189,0.945765,6970.53,3.6234782143
17.2968,33.42079,0.923604,6777.48,3.5117029277
13.23639,17.85513,0.878251,6649.58,3.6118405195
10.88305,15.30362,0.764475,3621.73,2.3356454735
8.79075,10.5397,0.840815,5296.01,4.6510976825
23.87137,24.53318,0.937745,7871.83,3.540255751
10.65748,14.5986,0.81191,6210.39,3.4027143743
8.3726,10.829,0.748949,5059.79,3.3448977568
27.0896,30.99579,0.951181,7566.61,3.7820047012
13.15384,19.45346,0.819917,5960.31,3.1218461848
20.14358,23.90332,0.91602,6632.45,2.9797359587
24.46669,44.77622,0.925691,6026.2,3.1638279054
17.12647,17.88146,0.890189,6029.44,2.9070417376
9.24511,10.51604,0.864016,6104.46,3.323387992
10.11874,12.13964,0.859494,6789.47,3.3890613315
8.49808,10.64615,0.820692,6403.24,3.5272066245
15.75613,22.50757,0.884198,6081.25,3.2214910009
10.6205,14.11163,0.816007,5129.33,3.3874917034
13.11751,15.73616,0.890359,6735.36,2.9574426364
22.60432,42.0684,0.937531,7166.06,3.4305673031
8.68419,10.83949,0.852987,6788.87,3.1585124244
8.86084,10.43901,0.838278,6155.78,3.027148545
21.85281,41.52583,0.90597,6743.1,3.2057960606
20.78309,25.03215,0.920004,7186.12,3.1639594627
17.82296,21.73352,0.882733,6575.15,2.8268728856
8.30715,11.45733,0.809101,6807.86,3.1414262532
12.99599,17.74548,0.843858,5607.21,3.385977782
10.93762,19.34079,0.87381,6241.08,3.6404439022
15.54856,17.63936,0.898937,6980.7,3.3506611998
17.78391,19.37851,0.859458,6050.05,3.7793278121
9.45109,11.81791,0.806348,4594.89,3.2307299312
18.42543,24.35596,0.912485,6269.04,3.1253011727
9.19224,10.53438,0.666864,3187.24,2.4904017839
18.15014,24.03814,0.895869,6320.58,3.2285398396
26.88243,34.06119,0.954686,7424.68,3.7796873636
10.97517,12.01998,0.8489,6066.45,3.7985732975
19.35984,22.02303,0.927637,7438.91,3.2839942663
12.21633,18.85788,0.824943,5108.3,2.946051016
9.89677,12.38366,0.806644,5658.09,3.5533915841
21.07674,26.37253,0.910228,5617.09,3.2661965812
28.11606,55.50509,0.958152,7329.23,3.9150725872
16.25152,16.82822,0.870627,6083.16,3.426140101
25.60984,32.31089,0.949336,7135.1,3.7669273153
13.25795,15.23881,0.817287,4427.11,3.4940315207
15.02435,16.33906,0.893647,6863.43,3.6994264255
17.64236,19.03104,0.846044,5586.37,3.4731084978
10.74749,16.60067,0.844727,4842.84,3.2315927364
10.97614,12.05674,0.848158,5257.97,3.902096101
16.48443,23.91992,0.92817,5838.03,3.325329977
8.098,11.57293,0.850824,6736.42,4.0644416727
19.36721,24.26658,0.911559,6818.98,3.1401471834
13.20614,20.35645,0.898354,6399.01,3.366754151
17.29671,19.38431,0.816798,4087.64,2.964587699
9.26827,11.01599,0.856679,6107.18,3.7930649467
22.83024,42.92899,0.931339,5934.08,3.2512242558
10.74938,12.78885,0.900115,6579.32,3.1670315545
9.41746,11.88162,0.860562,6512.42,3.2897935164
11.71473,15.47341,0.887763,6330.8,2.8359977523
9.96626,15.4679,0.859441,6080.28,3.6103542538
8.81518,11.06752,0.826976,6222.79,3.6561365461
17.7931,19.27059,0.858023,5792.9,3.539350382
17.76933,18.71829,0.850084,5619.96,3.3376307375
17.4209,18.4787,0.828616,5587.13,3.3233905986
11.02785,14.06943,0.8825,6410.78,2.8321458636
9.07112,11.82193,0.868369,6329.81,3.1239689465
7.2145,9.33273,0.806298,5289.13,3.2040039983
16.9788,18.05663,0.78575,5052.27,3.2719965657
10.80696,12.07424,0.82323,5551.17,3.6004545437
11.67806,15.7403,0.862737,6215.4,2.840235091
17.2883,21.60478,0.889882,6183.54,2.8767948876
9.06352,12.62166,0.77256,5518.57,3.3642470619
9.67829,12.14691,0.883857,6698.08,3.2787286469
17.39599,19.21327,0.842558,5292.79,3.627745164
9.09404,12.02783,0.877741,6398.52,3.6825282801
18.87957,25.07844,0.928969,6382.96,3.0390806354
17.86267,19.39419,0.872798,6714.08,3.8610171652
13.04377,17.33884,0.855382,5133.86,3.3083220388
22.53761,28.97627,0.941247,7275.05,3.6861999087
8.75124,11.53346,0.842456,5708.87,4.0295233585
15.5668,20.47643,0.927506,7365.71,3.3432538568
10.95636,16.71928,0.837538,5180.09,2.8948447515
16.35634,20.16337,0.888307,5657.95,2.9152048565
9.41932,12.71828,0.811898,4995.81,3.5412083411
9.63121,11.20831,0.857619,5814.6,4.3097711665
8.14366,12.46178,0.81208,5640.99,3.8239884955
14.58475,18.23897,0.896369,6889.5,3.2748406986
13.6421,16.50221,0.824744,6969.33,4.0961480758
20.27147,45.5222,0.928301,7173.15,3.7500466444
7.94341,10.57373,0.807979,6824.07,4.0719610562
15.93367,23.31778,0.902275,7369.84,3.3381508036
32.17996,35.69689,0.962245,7827.61,4.3516190575
10.77249,12.09766,0.860079,7613.19,3.5482428497
33.70974,34.19802,0.944713,7815.25,3.5633235958
8.85544,13.13794,0.833834,6180.37,3.0653598633
25.3469,33.7498,0.945488,6955.6,3.357042123
28.29386,33.5388,0.96178,7975.84,4.1877068634
15.44955,21.66185,0.861708,5601.88,3.3491516362
23.12668,27.31139,0.943477,7217.14,3.651776596
14.86862,18.61025,0.879975,6611.61,3.5194308561
32.79896,48.72975,0.956358,7274.63,3.9992100452
17.21372,20.77223,0.9114,7045.25,3.3533703518
10.53912,12.08831,0.867659,7620.94,3.5996507175
30.89279,35.58214,0.957705,7090.47,3.8478642252
13.39781,18.11949,0.85789,5624.31,2.7290930688
13.39781,14.88845,0.780243,4921.06,3.0317780307
32.55283,33.13706,0.941142,7213.9,3.2259766794
30.41617,35.08382,0.94704,6189.9,3.2501298063
11.20046,12.95838,0.698748,3238.25,2.4082479506
17.3573,24.4301,0.92251,6527.92,2.7901137517
11.36275,18.28114,0.90857,7481.88,3.2149898807
18.2886,22.04751,0.867345,6308.48,3.0644072775
14.76731,17.07846,0.886177,6934.81,3.4202157314
17.09013,19.19969,0.861997,7174.9,3.9032003845
10.0864,12.96701,0.845653,6738.65,4.1158905569
17.72011,26.76389,0.902249,6813.95,3.4093667422
27.43513,58.40222,0.96352,7748.24,4.2924520335
10.39214,11.90934,0.871617,7721.03,3.5857105839
14.40645,15.99363,0.878317,6698.23,3.270447106
9.83096,13.24543,0.840459,5937.72,3.0678630669
15.95861,19.27765,0.883181,6216.54,3.8615628593
21.09341,25.98773,0.940261,7488.37,3.4785342422
21.60933,24.69016,0.919298,7137.63,3.6372100897
12.41024,18.04396,0.915564,7571.42,3.2803966146
17.75011,26.12994,0.896187,5748.11,2.9808754741
26.283,33.72254,0.965833,7256.9,3.9031280133
18.4756,28.22618,0.922134,6835.1,3.5002887797
12.69576,18.71088,0.929612,7242.25,3.1314275962
16.61247,19.15161,0.903882,6291.55,3.1658783124
16.21614,17.40041,0.921991,6594.46,3.043093559
9.69402,12.75912,0.833911,5983.83,3.8624305986
16.92441,22.87451,0.926221,6788.2,3.1099837672
10.2535,14.30148,0.843088,5870.79,3.4711806365
25.22429,26.08918,0.892336,6062.48,3.6127542311
11.44171,12.81081,0.909641,6877.87,3.3605104517
7.98297,10.73982,0.874025,6802.77,4.100758482
24.06473,28.39175,0.956941,7082.26,3.8861990583
18.21368,20.37573,0.891882,5755.31,3.6847975096
18.52456,19.38011,0.8787,7595.05,3.5478615857
10.31348,13.2485,0.882404,6571.88,3.480108394
18.44764,20.26865,0.853338,6071.33,3.8505781396
14.08281,20.46415,0.918861,6666.75,3.2755108245
9.74172,11.11598,0.833166,5673.94,4.0476204357
15.05175,18.47425,0.895674,6505.93,3.2145364225
9.75117,12.0807,0.865204,6794.2,3.5269693177
24.22905,25.43742,0.901958,6900.19,3.5161551294
17.62752,21.3649,0.896189,5931.79,3.40080029
10.5111,12.65891,0.888116,7385.04,3.4102362954
16.6096,22.02668,0.921782,6512.37,3.1678735571
6.02932,12.05357,0.781878,5047.56,3.4681445797
22.19582,47.35578,0.957787,7248.17,3.8353409678
15.16886,19.36408,0.933631,7246.84,3.1865525684
43.19558,45.46351,0.944218,7066.41,3.5477518863
13.5038,14.87231,0.763532,4232.19,2.9577708141
27.47238,30.57572,0.945609,7401.6,3.8099406163
15.35136,16.0558,0.802534,4781.84,3.3044552347
25.5395,26.26319,0.928263,7516.97,3.2894264989
10.63348,11.78635,0.876481,6128.21,3.1892929811
11.3585,14.61661,0.847547,6354.83,3.2912843819
25.53821,50.699,0.932703,5699.84,3.1646520335
21.0744,45.34414,0.940208,6456.91,3.3388549188
18.82864,49.80301,0.924032,6669.64,3.6385385625
14.5975,17.25664,0.911871,6949.93,3.1422084936
24.81782,25.21238,0.912133,7326.85,3.1327062347
22.17655,27.5535,0.942379,7175.67,3.5090289552
6.93643,7.7091,0.731277,4056.82,3.1905053569
13.72704,18.53751,0.877561,6252.5,3.2262415085
28.98787,36.09996,0.937032,6920.38,3.5583034467
22.41651,32.3746,0.932293,6885.2,3.4136770926
6.55642,7.66236,0.726248,3835.07,3.0796059469
22.66511,47.30132,0.951946,7223.4,3.6893657743
13.85341,17.3286,0.917768,6925.28,3.0207706581
8.24435,12.371,0.843414,5856.82,3.6294822622
16.80123,20.22927,0.921718,6933.59,3.0413520153
14.66937,16.71475,0.915702,7132.03,3.0049475131
33.36665,39.51806,0.954047,6912.85,3.6386384173
41.65333,44.63383,0.927905,6827.68,3.3905446125
13.00522,18.32885,0.85645,6543.07,3.5739251114
7.23379,10.0897,0.838167,7300.14,4.0759543461
14.66162,18.00815,0.905285,7323.01,3.2970732544
16.43362,20.90353,0.912474,7243.65,3.2661493304
11.48198,14.03334,0.813353,6017.22,3.3444190927
13.55278,19.72799,0.890452,6897.74,2.9144591798
9.37382,13.05277,0.793515,5706.92,3.2853841712
15.69201,17.33331,0.915243,7041.93,3.0092919138
25.31156,26.02368,0.921053,7189.21,3.1359824699
9.74639,12.15886,0.865624,6991.95,3.301918412
19.85726,22.867,0.928963,7113.59,3.3116195943
22.79496,47.52118,0.939224,6957.3,3.5194405987
24.73559,25.44047,0.911823,7349.37,3.1561900161
12.41526,14.38753,0.802183,4678.82,3.735459622
10.9868,15.11385,0.815229,5348.36,3.1942211457
12.08843,14.70116,0.844197,5617.07,3.1619763633
12.50259,16.66896,0.863835,6742.02,3.3852039553
14.94724,19.69129,0.914157,7046.81,3.0128240444
13.01393,17.80348,0.867401,6198.93,3.0672938617
15.60257,17.33523,0.914424,6393.95,2.9371539632
13.49465,19.8667,0.89798,6678.56,3.5024072779
10.80077,11.20135,0.50787,2027.43,1.6929053589
13.92708,19.77144,0.879775,6345.51,3.4311642329
15.22165,21.08718,0.924675,6958.53,3.1822790663
7.37025,10.07058,0.744532,4360.96,2.9932048651
10.70198,15.18887,0.894865,7130.92,3.2979353084
15.23242,17.13671,0.914158,6675.46,3.0138674112
40.96072,42.9915,0.925703,6773.78,3.3101485384
7.65505,9.44869,0.857764,7401.7,4.8230835185
10.2661,15.40792,0.855312,6055.03,3.6041714918
14.99202,18.03078,0.923019,6673.97,3.1464444395
21.04284,23.68427,0.94915,7721.63,3.7630207624
28.74561,58.45211,0.965012,7850.2,4.5663254719
11.65089,19.05454,0.860847,6644.34,3.6082465682
19.4998,24.56569,0.928117,7557.11,3.4279435438
8.89829,11.35818,0.822514,5722.7,4.5890205982
11.33971,18.08432,0.887472,6002.83,4.0247682824
21.56551,25.06458,0.875349,4765.42,3.0354206433
12.98569,15.47914,0.875497,6531.86,2.9369016552
8.94959,12.24619,0.870208,6005.27,3.1173241459
8.76857,14.99431,0.797833,4904.2,3.166790098
12.48816,15.28531,0.865326,6028.56,2.9580428923
21.25374,23.40517,0.920307,7858.39,3.1997537396
28.47548,55.11231,0.956248,7394.21,3.9333975037
25.33439,58.18037,0.946477,6482.59,3.4226188614
26.32599,30.65787,0.940088,6583.49,3.1361227647
20.83611,23.75488,0.946111,7474.22,3.4551762946
14.57077,17.57594,0.930929,7423.79,3.1366998734
26.85819,56.69983,0.941486,7586.9,3.6999968483
14.30194,21.98252,0.866138,5816.22,2.7061798874
19.07602,22.6949,0.938096,7042.11,3.1637390619
18.62408,19.40797,0.887309,7469.07,3.5920564413
14.09146,17.66197,0.887206,6547.2,3.1801072318
